user_id,has_purchase_last_year,has_purchase_last_qtr
bcde4088-3351-4af1-a648-082f21a6a426,False,False
5030521d-e0bd-495b-8b13-328f6c80bfec,False,False
2a6fd8f5-9d0c-426f-aa91-7ccb4de54993,True,True
974236c3-3691-4e1b-b098-8a7bd53a7ac9,False,False
c5b586c7-0231-48d6-b707-4656ae166210,False,False
67b05727-7237-4028-a8a6-4b2cef09eb49,True,True
048da652-f220-483b-93c7-a6f3d3782249,False,False
2098ff01-2d6e-47c3-b966-b0043965a204,False,False
c6b758a3-4bb2-44fe-b9f9-a7516a408b80,False,False
db640b27-605b-466a-9d06-c0d88834ad06,False,False
be1051b7-2593-49f7-81c7-7dca5f3251c0,False,False
cb38a544-59de-40ac-bd30-d7b4a31fdf9a,False,False
aa557478-9d98-45b5-83ed-5f42e7ec3837,False,False
6dcc8daa-78c9-45f7-8083-d3da85a88c17,False,False
452baa5e-210f-4a2c-9b12-b6dc12187082,False,False
23b6b133-de11-42cb-8514-a78ea50d0b3e,False,False
0fbedb76-3f1c-4f69-997e-e0211d72492a,True,True
97c3e592-dd11-4cd1-8320-7975f0627eac,False,False
351ccdc7-d70c-4b90-89c0-7aceadfee7e4,True,True
97acfd9f-4ce7-482a-b90a-82592b9b2ff7,False,False
5135c292-22ac-4750-bf35-8fc302cfb03e,False,False
1e7805f2-0605-4ba1-a002-74e4b9291ef1,True,True
e6562a78-e1a1-488a-89db-67f29ed86176,True,True
313b0ab0-d3b3-4638-b094-2b3420d89a68,False,False
a452a2e9-36e9-4729-9b3a-49a0bc48564b,False,False
caff124b-6e80-4bc2-a25b-6227c746e1ab,False,False
df745d7e-ae6d-4ccc-81e3-f1081b858b82,False,False
c5ab6a42-64a0-4428-acf0-78a2fd1645da,False,False
c9234ddf-58f9-46d5-bcfd-46226ea51bad,True,True
24eff65c-d55c-4acf-8cf7-7d0c8a4768f4,False,False
1f68f66c-de3c-4426-ba82-6b0ee8b246b0,False,False
37df7806-8e52-4133-9493-ae5a74036e7b,True,True
dbd75d5b-9cc4-4882-9d7b-7178b0506392,False,False
53ade09e-af81-4bc7-bac6-8f6606e7c535,False,False
ce1d8616-4dd8-44d5-aad5-c337c8067d5a,False,False
3342fa00-7376-42c3-a9e1-cf7c8c9b2ad4,False,False
5b87628a-292f-40d6-bc14-ae1d67f43ac8,False,False
7c444789-58c2-4129-994d-3e0f26d79d76,True,True
9d3f0d36-b063-43da-92a3-43ac93bb41fe,False,False
5bc2b156-4e82-48aa-bff4-37a688155887,False,False
6febe400-28d8-4bee-8981-340107321534,False,False
a548dc4a-fc57-41f0-afc6-7c1e5524df64,False,False
16101dbb-9b52-4984-b3fa-b527ec4a8981,False,False
a6394532-9a97-4db7-beac-ffc43efe5945,True,True
2d8c58b3-73d9-4107-bb74-0a63a8c25023,False,False
716c3ccc-1623-4c9e-8ef2-4d71291ff7ef,False,False
0ba39464-db61-4c4c-98c2-b124d7864191,False,False
979862df-390f-4125-b28e-3ae84cd6f88b,False,False
5d853879-cd0c-4ec4-ada0-ebee4085f306,False,False
cdf323c5-9226-4083-813c-2294952e5416,False,False
934c1f1b-8482-4802-b64f-ca46d7f83c52,False,False
c97e58ec-e318-4dbc-8e84-16055fc373f2,True,True
2ac27b59-7a6c-4a08-b876-fabb239c101e,True,True
6ea23411-2557-4c0e-af89-a368ffe8d3b8,False,False
2b57664b-32e8-4a89-8620-8e85c022f2ec,False,False
e2ccd069-9e47-47aa-b1e9-3d4fc7572ca9,False,False
61f955d0-2e74-4c53-953d-e017f940b5cd,True,True
8877427c-c5a0-4ca2-b130-c7ca1a017f37,False,False
6f8cd683-3601-4be1-81e3-6c3fc604445d,False,False
469907d4-37bd-4e15-9d02-eea6afca40ab,False,False
a15eb140-694a-42af-a754-0cc4bf7a5b7f,False,False
8fd888c4-37d2-4dae-a353-20f5d6409b42,True,True
c64f8ef8-447a-4aa2-a622-9697e1eec94f,True,True
84767daf-a7ee-4372-8e2c-c328f63d12a4,False,False
07ab83ac-7a2b-4e7b-b345-862ef565ec4e,False,False
1c073e4a-dc2a-4831-a1b6-5c882222d12a,False,False
70dbc3ab-511c-4df4-9892-5f170fbb85d1,False,False
97afef1a-a6ef-4fbf-adc9-b97e33d9b9e3,False,False
bda4c135-76e5-4560-b859-a1c21c9338cc,False,False
43a3d4c6-583d-45e6-8707-066961774a25,False,False
67b8bb39-c850-4379-bf61-18c86034543e,False,False
8df78042-a1b0-435d-94e8-16c448c1a420,False,False
5791e481-9f19-4cb7-9297-f395702e2715,True,True
44de1ae2-c94e-447b-8990-8d08cb7f2f73,False,False
29f29511-6278-468c-bde3-3f8551eb8a59,False,False
8b227aba-0dd4-4580-84f1-157006a9c218,False,False
2b347211-a98b-4e59-9d81-230737827bd8,True,True
7e2e0fb4-91e0-4c3e-8a05-a4eae5f4786a,False,False
34b23cd1-ac2f-4669-9af2-0d11ca4d16aa,True,True
366e43ee-2275-415f-b534-b933166fa206,True,True
0e9c2c17-be99-4e9e-9e46-381cae8dfe37,False,False
d1f228da-6e4f-481c-8019-3270f1190437,True,True
30020bdd-fc23-4cb8-b4c1-b96a2fa54f14,False,False
db244224-25a4-4165-9afd-ed9c4bcdf9e0,False,False
b0e1c289-47ca-4656-9c9c-81d2ae35877b,False,False
17d6b258-f220-4712-be4a-3cce61febdf7,False,False
c2716a9f-2e2d-4671-9e6c-1c1d7dcd08f9,False,False
a59749e8-345f-4ba2-b6b1-8c32c4d4223a,False,False
3883e7d6-fa33-4e06-a0ef-ce2014e9a83a,True,True
b0a29fe0-361e-4f28-b772-d2b251c6d12b,False,False
0233148f-6220-4669-8570-17b1a88a5ee6,True,True
26d5212c-1cf4-4bcc-a798-9cbd01525214,True,True
6a8b539b-93b8-48eb-83bb-90e141ee83db,False,False
3a3e1d0a-384e-4882-85ad-2a373ce35d5f,True,True
c2929145-449e-4f62-92a2-15603a97078c,False,False
8c822f49-4952-4e95-9e31-c57a76c9d15a,False,False
d3889493-1537-4ae8-bc0b-c176555c2720,True,True
210fa9c3-37b6-4bd2-87c9-cfd4cb9b035c,False,False
d6c05ce9-1895-4d39-80f8-30212af1b04a,False,False
54df4407-a7d0-416b-a588-dc8f14a57cb6,False,False
b4bccf20-25e2-4222-b305-74833a74a500,False,False
ad1113d9-1cc2-4f09-a3a4-d04240722519,False,False
bbd75198-e56a-4d10-8281-0de48c1c1c52,False,False
56fbec01-97aa-41bd-9b79-2996e459e248,True,True
166311ed-794d-4c3f-b5c7-83d26357308c,False,False
4fab2603-de95-42bc-ac12-b7eb33f147ef,True,True
3dd8a9cd-55bc-4972-92cf-c7a40fbd148d,False,False
74093536-6d96-4de5-9cf4-f5bff5ad31fc,False,False
bf770b5f-3044-4bcc-bade-0324b048fa2e,False,False
f40c00e3-f692-47e5-95c9-c8963107c4cd,False,False
4abaf1b2-c0e2-4cd2-aeb8-da7467176f6b,False,False
02b8a0fd-3ccc-46cb-835a-55181646dbc4,True,True
76fadcef-111c-4a24-aaac-0cebecc6c955,False,False
071043b6-dae7-448e-b4f1-89aeae977517,False,False
d8aa54dc-b86c-4d13-88ef-85025ff9a736,False,False
a6627281-c8a3-4442-bf23-536587e2e305,False,False
f2666015-8b35-4ca9-811f-9c9da84d2511,False,False
5e5fde49-9f25-4f02-b0f4-a439d5a6d66a,False,False
b55f6d8c-4fe0-4f28-ad1b-f161905ba8eb,False,False
a3a62f92-2ae7-4293-b953-e924c104bac6,False,False
e943cc77-de0b-449e-b98f-296e834234de,False,False
1bfede41-735d-4706-ada6-25a498171716,False,False
e03eb9b5-3c24-4a67-bc93-053f5e255395,True,True
8358def9-643c-4115-861f-38d35f8cd71b,False,False
76c91195-b10d-41ed-91f7-2194e75b575a,False,False
84d03c9b-c3a3-480c-aee1-5f2badcf2c4e,False,False
e531f88a-fbbe-4acc-84fd-3fb9730bcd96,False,False
38234e65-dc6b-4e0f-8a2c-21f5b4cfeeca,True,True
848d2475-89a1-46f4-ab70-a1f437a5eb20,True,True
16cfb3f6-f362-4813-bff6-90c5aa5603ea,True,True
68474454-c7b5-438f-86ad-33e2d7552e7e,False,False
dc57f1cb-8f73-409b-8e44-e4e943bcf2cc,False,False
57a9d4b4-22d5-4d70-b7a7-311e3155da6e,False,False
298bbd93-c172-4a09-91cf-253eed377a71,False,False
60c06676-6883-4628-968e-68cc9b433e1a,False,False
35d4e2a7-4820-4828-8727-5c4cbf706181,False,False
1fa36e8b-c5c8-4ae6-be0d-784b9e6ae7e3,True,True
31e601d9-d7f0-4204-b5bb-f04a1602e343,False,False
50116117-4d3e-4139-95e1-0d3175e604e2,False,False
0456c10e-92cb-4efa-92ea-cae9ec426e50,False,False
5f6212fc-8747-458a-b321-6fe794b860b8,False,False
651e853c-4d81-4849-a67f-33409b0d3977,False,False
a561faf0-9487-44b5-aa4d-d8cfd092268f,False,False
9f8742fd-7035-47b3-8bba-19e590b349c9,False,False
1b8a56cc-0451-4a73-8138-55829aaf62b0,False,False
a871a7c3-2379-4c41-8f2a-cc1ddbd05f78,False,False
4c3cfd93-b147-4156-a99b-0d0c79e89577,False,False
3d4469e5-e23e-48ca-b1b9-30247dd54dfa,True,True
e0bb5a34-1526-4134-9b8a-e2c8fec4db26,False,False
bbead183-250c-4203-a8a5-88701c0d8b99,True,True
6f386e40-ef4b-4e35-908e-e4cb78a196c6,False,False
65b0d933-0bf1-43b7-a224-a376824ef075,True,True
44b0517d-21a4-4310-963a-d4d9298c60f9,False,False
034ac0ab-99db-4b1b-984b-be4842d88854,False,False
4545dd68-140c-4034-810f-325e871c6e12,False,False
dc23a467-3e3c-430a-a9d9-2ec2a79c4f6b,False,False
f8290f33-4c22-4217-92fa-e3391a28f223,False,False
8d8b2a97-eb32-4059-8163-8ffa94ff5998,False,False
d83c2fc1-ba3d-41a5-b6ba-708f551ce835,False,False
444dece8-8285-457f-91b6-96c66990a2d3,True,True
60748ffa-9c64-4dd3-9628-d2b51929219e,False,False
2dbb0163-c1fc-472e-8413-199455f72f69,True,True
30890fe5-8f9b-4316-959d-8dabf0c12e71,False,False
c494a222-f979-48e7-831a-1ab5986dc996,False,False
5e1604e6-df76-41c6-b332-14fea8ade4a9,False,False
77c54297-0eb4-4baa-976b-c25039c89586,False,False
e8d487fe-06ed-4a93-b57a-455f085e80ef,False,False
e21f12fb-b59f-4ef1-a135-7a715a899184,False,False
8cb9de24-acd4-4fcf-a4cd-d960f4ead45a,False,False
3adb3730-bf55-4682-a1b5-b6b42e71021d,False,False
5a9374f2-2b85-40a1-ba6d-9de8b2c0313c,False,False
62d45685-2302-4eff-837d-de8f5fb3b5a1,True,True
dc3cca20-4a7a-4ca8-bf34-da5382a1c8bf,False,False
d78df218-8da8-49cc-983b-eeb655730a05,False,False
6154fba6-0032-4185-ae65-2cf38c2d9bb2,True,True
ef9746e0-11f0-4a5c-8e0f-ad84f82f50f3,False,False
bd3970ad-d435-4e5d-815b-ed1798204268,False,False
ce047bb8-ac99-4c9a-875d-3126b6367e72,False,False
4c5d55f2-d8d5-4bcb-8368-44914b62e3a6,False,False
52075cf1-434c-48ee-ba68-9a6774eb8e73,False,False
67c0abc1-4efb-4897-a120-64f396413517,False,False
65679599-2436-4ad5-9f7a-317254af469f,False,False
5c2d85da-27a6-4a0c-8681-b829b771fa79,True,True
a9e18796-37a9-4619-a4c6-f7da97e35689,False,False
14f6c404-6145-4b6a-8dfc-1cdb8b8eae93,True,True
cc7c6a7c-56c5-425d-9df0-ad3f362990d5,False,False
eee50f74-1a52-4169-b06b-500eef3165b0,True,True
568b5389-97cf-4f7e-a202-bde4d28bdc23,True,True
16400a25-3a06-4481-8329-1765404bfbec,False,False
17004ff2-3e23-4a62-a002-67c3662116dd,False,False
851de47f-50e8-4771-97e1-c714700745a6,True,True
4c02f3fa-fb86-413f-b805-f6d6b2f6fea5,True,True
cac6305f-9fbe-460d-a9a5-4f4c4186d90b,False,False
e65b0e59-ec70-41e6-80b3-b03ca77f1940,True,True
37b1a7fa-241d-404f-92c0-fb054561f20a,True,True
2866312b-c225-46e7-9a0a-c43211802c86,False,False
cd7a09fe-5c67-43d8-bf5f-ded479eb985a,False,False
fb0104ab-836f-461e-acc7-f4ff8f78396f,False,False
b66709c2-6a88-44cf-8959-322a13ac834a,False,False
59e3d211-0a46-4c8d-8692-85bb001f0278,False,False
2882cc91-a0ad-4b70-a6fa-f048baa868c0,False,False
72d073dd-ab70-4e31-97a7-f85f5416b32a,False,False
39ded205-c236-4d1a-acbd-9f56ab801d4c,False,False
11880b54-7769-41c3-bc60-60772482cee4,False,False
8d727c90-2f9e-46e4-8f26-c261d7a6ea1a,False,False
b18f2bc8-df2f-4147-8336-685645f08755,False,False
c80d759f-cc01-45d6-829d-1b08c8f1fcee,False,False
b2d73059-7dab-4553-8264-89c337960dc2,True,True
67fc1f32-d851-4853-aa5c-a233d66c4e5f,False,False
2626bb53-56fd-4a19-af1c-434c8303017a,False,False
59509b65-10ea-46f9-b246-237164ecadd1,False,False
fb5deb5e-1398-4659-984d-dd513f4024c5,False,False
6ba27690-d981-423d-9d53-7a7a9f93f9b4,True,True
825a1cd6-8afd-4b9d-add6-c207cae8ca7c,False,False
b73ea327-6df5-4697-801e-8319cb59a6b9,False,False
8e387d58-400a-485c-a5af-d3b3c259f128,False,False
a0168548-ddf2-49a3-8f6e-a68a8cb13e33,False,False
b0fdb588-c3ac-4750-92c8-7905fff91b10,False,False
e1ec03de-0805-40a8-b0df-fe61e19696a6,False,False
2ef33cb9-ffab-4897-9ecb-27d8701585e0,False,False
d4096b80-d8c5-4fcc-a05f-ab102b5bd92c,True,True
3cc5b315-a834-4e40-ba54-6a154418b839,False,False
5dea8e46-201c-4d07-bf06-a7094a685632,False,False
a1fb0cfa-d13c-46cf-beb3-9fd94f116865,True,True
06b14ed7-74f3-4d33-87c8-a73c0a613264,True,True
8af10984-6422-4486-b30f-675d054b7bb3,True,True
5f3b9828-230c-4d9d-b825-71c7392321ed,False,False
f883964b-9c2b-4830-8ede-36e106e82ea9,True,True
1d7aa84f-712c-4d59-8a16-92ec61ab7e31,False,False
1e9896f8-e20c-400d-b81d-51d956d21dd0,False,False
4aeeff42-44c0-4388-9a46-14978b24d42f,False,False
0c317eb2-e821-4b05-bcc8-6f0aa9d97e0e,False,False
6db4fcf2-98ec-4c96-8952-4bd006d7e037,False,False
0a064b41-b08c-4ed4-af21-5f3ef41ea234,True,True
3b7a41f8-d0e2-492a-971d-5a1e207e8553,False,False
e58c2da8-0a5c-44cd-b336-ca3e5a620ead,False,False
221e6a7f-2d9b-48de-b425-c3a584f99c90,True,True
a80cb4aa-fb57-4c4f-96d7-c99896e70cd2,False,False
88d20717-ba23-4247-a1db-2241f0d930fa,False,False
a2449af6-55c2-47f8-a1de-bb3573f690cd,False,False
7e611386-5d23-4eed-87af-485cc073f722,False,False
b2c906bc-f950-4279-80b3-de7dd2a79e97,False,False
04984222-3686-46a1-9063-83c4b80985f0,False,False
07b50cc2-749a-4dfe-b9ba-6335b7541237,False,False
24bd7ead-6f64-4761-ac8c-8fc1a0cbe1aa,True,True
4bf973ad-2277-496e-a238-93b84656f971,False,False
ab0b168e-ea8f-4863-8d54-7dec4d210345,False,False
111987a8-6756-42e7-9e87-d519530cd9b0,False,False
183a9b64-776d-48ef-9138-9579a6cd9d8c,False,False
1e43bb96-9c2d-4a25-966a-c9a575982677,False,False
bc6a7bb9-a480-42e3-9818-bb3d21b7dfdb,False,False
7f80f46e-9627-4b0c-9eb7-9c460d57d75b,False,False
26964681-4aa4-4d32-9c8c-06f4229be21d,False,False
f701a41f-8f2e-4b7b-ae43-e83b57cbb675,True,True
71461667-2083-453f-86f5-e1dddd16c716,False,False
031be23a-7ceb-4a58-bcac-96874bc8f90b,True,True
d5850f64-fd38-4b41-8918-7dee945f7cf9,True,True
64859607-c12a-43e3-b6f3-ad84d89b7a54,True,True
46885d1e-38be-4c5b-bbe1-a81ce711f307,False,False
6ae4b6ba-0c96-4dba-a683-ad0ace2d9dd4,True,True
550e1bf9-1c01-480d-9c49-293fb8ad1236,False,False
407a157b-ba02-4916-b00a-2be9336884e6,False,False
ab20a28d-608a-4b7a-858e-59ff9093f6c7,False,False
08840084-7cf9-4a28-95e4-697b92c7e3ee,True,True
714dd5cd-3d82-42f4-be02-a41135e64d83,True,True
08e41988-4701-45d9-86bb-9311aecf039f,True,True
29f5915b-328e-40e9-b90f-ef153639b5eb,False,False
49aa7177-c32f-4c58-9a02-00e729b0b18f,False,False
a6f8ff59-7873-47a4-9790-83558aca53c2,False,False
6880bef9-8a7c-4b20-b090-0f23e423c4cd,True,True
4a9c0482-a3cc-4577-8c9f-7026e5b0a481,False,False
281bb307-df88-4cdf-8883-7cad76081524,False,False
ce46b947-96d9-4d6d-bcb6-578847535308,False,False
058f5905-0511-4d94-b4ad-4a976532bf0a,True,True
c2a5a63d-593f-4edd-9f69-07bb9eb0f8e8,True,True
2fc42aed-7f32-40ad-a9cb-1cbcf2d438a7,False,False
f7145b65-6559-44f1-8986-382f73e0f8e2,False,False
78c36cf1-86dd-4959-b145-7a03f118381c,False,False
0a5c45aa-74af-403e-8d75-91f042782421,False,False
54021d86-4483-4a1d-b11e-576f487b3c09,False,False
686633d0-6bef-454c-8cf7-dd59ea792082,False,False
61ac96b1-4482-4a15-805c-018847abcbf2,False,False
852619a3-0bb4-4539-ace6-1670322ebf65,False,False
73a890bf-c869-4860-89b5-b8ea5e40573e,False,False
90e8e44f-ddd2-44ff-8277-e4d1d4550ff8,False,False
d11c571d-3a1f-4ca9-8b1f-cd52031f9a40,False,False
bfac3985-eb6a-44da-b228-6f5f917e00e9,False,False
