event_id,user_id,session_id,time,domain,path,hash,query,previous_page,product_name,product_price,product_qty
af28edf9-19f4-4899-a868-b84e55cc3019,7c6b7877-fa6e-4502-8648-30b7698c2c89,d5fe20f6-0369-467d-907f-adb370becc3c,2025-01-01 09:55:50,ring.com,/products/stick-up-cam-battery,,,/category/security-cameras,Stick Up Cam Battery,99.99,1
b2bf44d3-05fb-40c1-ae96-813060c1e36e,8dc25809-34e3-4034-a7c4-22797dd732cf,09cbb374-1ac0-4979-8a8e-befaa79989b9,2025-01-01 22:17:31,ring.com,/products/stick-up-cam-battery,,,/checkout/payment,Stick Up Cam Battery,99.99,1
97e4e2f9-c542-4753-ad97-65724735017d,4e71821c-49f5-47c0-89eb-980882ce019b,56116b26-3e87-442c-8fb5-129902de93b9,2025-01-01 01:27:24,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/payment,Indoor Cam (2nd Gen),59.99,1
8fc17eec-1cdd-454e-97a7-d63622ab4384,2240346f-abf0-44e2-a193-af03772452e1,e88b696a-4950-41ac-966e-8ba470a49818,2025-01-01 17:42:09,ring.com,/products/ring-alarm-8-piece,,,/category/security-cameras,Ring Alarm 8-piece,249.99,1
16e134b6-b8c2-486e-b24e-91cffa4435ec,442903e4-2416-4aba-a15c-2febd0863fda,d5951c38-cfd9-48b9-afeb-07e555560376,2025-01-01 04:55:32,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/payment,Indoor Cam (2nd Gen),59.99,1
bb1e7d8d-3966-437f-9e75-fc143ead2ecc,3f8e7974-b932-4e56-aaab-2a65d0bf5ea7,6c8c9674-bac2-492d-8656-b283bd537441,2025-01-01 06:35:22,ring.com,/products/video-doorbell-pro-2,,,/checkout/payment,Video Doorbell Pro 2,249.99,1
bb7ee174-6e50-451c-8117-e4dbe2af8de7,442903e4-2416-4aba-a15c-2febd0863fda,310d19a5-265b-4057-abea-41d7859501d1,2025-01-01 15:20:12,ring.com,/products/ring-alarm-8-piece,,,/checkout/payment,Ring Alarm 8-piece,249.99,1
65e62a9c-a5e6-4dd7-b3cd-1be24a37647d,adb56688-4cf2-4ffd-b4bd-53eddafb3b3c,d3904280-3b7f-4e80-8497-7aabf0bb570f,2025-01-01 09:43:05,ring.com,/products/ring-alarm-8-piece,,,/checkout/thankyou,Ring Alarm 8-piece,249.99,1
1ae6a703-eeb7-4125-ad28-20d665dffbc5,48ddf6da-6b0b-41e3-9955-7a2076bfc532,7fe3e4ad-d56d-4524-af77-dc35e6f89fe6,2025-01-01 19:16:26,ring.com,/products/ring-alarm-8-piece,,,/checkout/payment,Ring Alarm 8-piece,249.99,1
c3a9af63-a9ba-4546-88fe-9033a39110ec,54706e6f-638a-414c-a6da-9d8177160d1d,44d77c08-3f7b-461c-a886-4ae5bda6b632,2025-01-01 07:57:09,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
35c453e6-c898-4319-a8d9-9b1bd292ebc8,f52cd4f7-9591-4e80-a6e6-7bc6f413149d,686aa17d-101f-400b-8e21-926f8e521fe2,2025-01-01 01:45:22,ring.com,/products/ring-alarm-8-piece,,,/checkout/thankyou,Ring Alarm 8-piece,249.99,1
ce348bc0-1522-4ad3-b53a-2205f20499c6,09254b4a-e83c-4d35-bea1-61b8be71531d,a6114ae9-4837-4cf0-b82f-7a7a23b81c41,2025-01-01 18:51:47,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/thankyou,Indoor Cam (2nd Gen),59.99,1
bc733607-1d19-41bc-beff-5878a19c7dcf,27d490d4-4249-4ba6-845a-cc9f1b4ad305,aaca32ff-d821-455f-b546-bb901e104a5d,2025-01-01 14:33:38,ring.com,/products/ring-alarm-8-piece,,,/checkout/payment,Ring Alarm 8-piece,249.99,1
ead89aab-ae15-4cba-930a-ab56384006fd,da334c56-e4f1-4814-ad79-d25a2db7c359,3e156d6e-0a87-424f-8994-9670a57d53b6,2025-01-01 09:06:52,ring.com,/products/ring-alarm-8-piece,,,/cart,Ring Alarm 8-piece,249.99,1
64f94780-10df-43d7-af0f-839f3db61e67,6fb4d439-37d1-420b-8a8d-0d2d45f1cd64,37e423af-93ec-448d-9cd8-0f933a40d44d,2025-01-01 00:19:32,ring.com,/products/ring-alarm-8-piece,,,/checkout/payment,Ring Alarm 8-piece,249.99,1
0f8249d7-80c9-460c-82d4-d3c7aae21fd9,c8dd2ef6-46aa-4a65-9d8c-4ea3d0261a4c,20ab1f97-32bc-4d7b-ac12-e0acecee4f84,2025-01-01 07:10:43,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/payment,Indoor Cam (2nd Gen),59.99,1
41a52133-4522-4c3c-a12d-b1098f3dadee,0f302175-0ee4-4dd3-8b6c-e0372d58e6d9,0312bf1d-1ef0-40e3-b14a-f5e71e8da321,2025-01-01 18:47:30,ring.com,/products/ring-alarm-8-piece,,,/checkout/thankyou,Ring Alarm 8-piece,249.99,1
902db718-a361-428e-a5c7-c16389656bb0,41bffb6a-a9fd-45cb-9a38-7d6090cb7e96,8d19ff34-77af-4afb-be2e-9cc76787c220,2025-01-01 12:25:52,ring.com,/products/ring-alarm-8-piece,,,/checkout/thankyou,Ring Alarm 8-piece,249.99,1
70b7436d-4b63-4fbd-8b62-e289709fe66f,3cc6932b-7cc1-4852-b6a8-3348607240eb,84686cc6-e9f4-4867-b7ad-30168addcb74,2025-01-01 04:37:31,ring.com,/products/ring-alarm-8-piece,,,/checkout/payment,Ring Alarm 8-piece,249.99,1
d0fc8316-ee9e-4b5b-a4a7-bcf6f158717d,84f8672b-3ccc-4c73-b60d-332b97a9f6e9,f469584e-58d9-4c81-95c7-c82547e811ea,2025-01-01 13:01:44,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
94fe4631-367c-439d-9dc4-19832dc626de,09254b4a-e83c-4d35-bea1-61b8be71531d,626a909a-0be6-4d87-aca3-f4ebcf82c767,2025-01-01 15:20:29,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/payment,Indoor Cam (2nd Gen),59.99,1
64dcb91e-4cad-42ab-84c0-705ef8a307bd,3b3414c0-3966-4a83-802b-1b6623279acb,b1062eb2-7ecc-4fbb-859b-16c70dc9d1da,2025-01-01 06:31:44,ring.com,/products/stick-up-cam-battery,,,/checkout/thankyou,Stick Up Cam Battery,99.99,1
7dfa57a6-d80b-4dba-981d-88ac30f6370d,951294c9-03ac-442e-8ada-bd65906c0ad5,6bf44844-4362-45dc-890c-2656c8a1f034,2025-01-01 04:37:16,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/payment,Indoor Cam (2nd Gen),59.99,1
b414b1ba-527b-4b5f-9a56-8648db898691,35fc4fab-54a3-4896-8521-d7b2bf1b36cc,18f98544-bb21-44bb-a18f-68e84f82bc39,2025-01-01 01:44:33,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
7fbab490-48d3-4ebd-b15c-29adff2dc25a,c1dd4114-c104-4caf-8cff-803ca38299e5,9d09e9b7-7f89-4c25-aea8-206a4b508580,2025-01-01 04:58:11,ring.com,/products/ring-alarm-8-piece,,,/category/security-cameras,Ring Alarm 8-piece,249.99,1
864a2394-6a2f-4a2c-bc7f-3818ab7ac972,b78ff101-1cdd-4fe2-93aa-3e7d4fc156f8,340c8c4c-c0a4-43ed-91c7-e6223b1662e2,2025-01-01 19:51:27,ring.com,/products/indoor-cam-(2nd-gen),,,/cart,Indoor Cam (2nd Gen),59.99,1
2c5505f2-7c97-4b94-b427-a046446c35ad,2098ff01-2d6e-47c3-b966-b0043965a204,6e72593a-3815-4e1e-a54a-39919df2bf56,2025-01-01 22:39:38,ring.com,/products/ring-alarm-8-piece,,,/category/security-cameras,Ring Alarm 8-piece,249.99,1
a08586b3-bcf4-4b4c-aa44-fed81abc38d7,452baa5e-210f-4a2c-9b12-b6dc12187082,86a5aac4-c4ab-4078-bf65-f72736d6e94b,2025-01-01 16:28:45,ring.com,/products/indoor-cam-(2nd-gen),,,/category/security-cameras,Indoor Cam (2nd Gen),59.99,1
9a9369e9-af02-4ad9-8724-cb54c7713e68,0fbedb76-3f1c-4f69-997e-e0211d72492a,7d5783c9-ed06-490c-945f-d914ebd0892a,2025-01-01 13:30:29,ring.com,/products/indoor-cam-(2nd-gen),,,/category/security-cameras,Indoor Cam (2nd Gen),59.99,1
bd2b29a9-a929-42c3-9ef3-fb6e48dc3b79,97acfd9f-4ce7-482a-b90a-82592b9b2ff7,bdc1b621-1431-45d2-abab-388571ec689e,2025-01-01 20:43:43,ring.com,/products/video-doorbell-pro-2,,,/checkout/payment,Video Doorbell Pro 2,249.99,1
89c41dcb-debe-4b61-812b-11935a635392,974236c3-3691-4e1b-b098-8a7bd53a7ac9,5d534952-1e26-46a9-a533-79387b3372a6,2025-01-01 07:32:35,ring.com,/products/video-doorbell-pro-2,,,/cart,Video Doorbell Pro 2,249.99,1
5aa6f931-6c0c-41fd-bee0-acca8de9116b,1f68f66c-de3c-4426-ba82-6b0ee8b246b0,f0b14624-87a0-4b21-aa33-d8a11e0f41de,2025-01-01 10:44:08,ring.com,/products/indoor-cam-(2nd-gen),,,/category/security-cameras,Indoor Cam (2nd Gen),59.99,1
d741cb40-3641-4448-995b-696c3678b145,229d2679-b075-40aa-ae68-8da32e96b02d,5cf78629-b2be-4223-9383-13ff938ce295,2025-01-01 10:42:41,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/payment,Indoor Cam (2nd Gen),59.99,1
a42b8fd7-29f7-46d0-b145-6657154c803d,97c3e592-dd11-4cd1-8320-7975f0627eac,89b57da9-cb0e-46fb-825f-ac93f7303ed4,2025-01-01 19:41:00,ring.com,/products/indoor-cam-(2nd-gen),,,/category/security-cameras,Indoor Cam (2nd Gen),59.99,1
992b3da2-5f33-48ed-907c-a0c95d811491,a6394532-9a97-4db7-beac-ffc43efe5945,6b6ad312-cfd3-4a96-88bd-debb2bf4bb11,2025-01-01 11:26:23,ring.com,/products/video-doorbell-pro-2,,,/checkout/payment,Video Doorbell Pro 2,249.99,1
002bd6cf-cfc8-4f79-80e0-2192f547f22e,d2280282-85c3-40fe-93b8-990479b73fb3,ac120513-bf74-4eb2-a774-f2ac3ca39875,2025-01-01 20:03:43,ring.com,/products/stick-up-cam-battery,,,/checkout/payment,Stick Up Cam Battery,99.99,1
b00cf408-d3c6-47d2-bb3f-711ab808652e,6ea23411-2557-4c0e-af89-a368ffe8d3b8,449b74fb-73b2-4a9c-8164-f4c7352c26e4,2025-01-01 18:56:12,ring.com,/products/stick-up-cam-battery,,,/checkout/payment,Stick Up Cam Battery,99.99,1
66ed3f5b-9e09-404e-be01-a72a7125397b,15bac640-1608-49a7-8b3a-78d39cc5a779,8a23b203-21a0-4e52-88ed-7a175bf4b755,2025-01-01 03:26:07,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
2927b685-38c0-4227-b694-91116845a57f,bda4c135-76e5-4560-b859-a1c21c9338cc,ae9181e1-2a51-4202-b453-e2e671a7eaa0,2025-01-01 04:00:33,ring.com,/products/stick-up-cam-battery,,,/category/security-cameras,Stick Up Cam Battery,99.99,1
1e96ee02-edf5-49bc-a74e-027d75b1250c,18183945-5a26-47a7-a2b6-e6a82f692883,cfd0cd01-21ba-4355-85fb-cab4c3849795,2025-01-01 04:49:23,ring.com,/products/stick-up-cam-battery,,,/cart,Stick Up Cam Battery,99.99,1
e050e7d4-0078-4c31-935d-0460dee2ce64,5791e481-9f19-4cb7-9297-f395702e2715,c25c120e-89f7-4d62-9651-bb514b7c0990,2025-01-01 08:36:10,ring.com,/products/indoor-cam-(2nd-gen),,,/category/security-cameras,Indoor Cam (2nd Gen),59.99,1
4b6ded98-1259-4383-817d-0607ee512781,2b347211-a98b-4e59-9d81-230737827bd8,fafdf3bb-46e3-4718-afd5-640ae744f54e,2025-01-01 00:46:35,ring.com,/products/indoor-cam-(2nd-gen),,,/category/security-cameras,Indoor Cam (2nd Gen),59.99,1
43779dc8-e3d3-4733-858f-c8cc4344f7c2,366e43ee-2275-415f-b534-b933166fa206,3db35d1f-efac-4367-a3f9-13baa542ea1c,2025-01-01 22:00:15,ring.com,/products/video-doorbell-pro-2,,,/checkout/payment,Video Doorbell Pro 2,249.99,1
7b6150f4-fb8b-4829-8dd0-a442464b1f05,d8aa749b-35ea-4f12-99cb-b2489c60675e,d043a1bf-8792-48c3-8419-b4c607d7c79c,2025-01-01 17:00:10,ring.com,/products/ring-alarm-8-piece,,,/category/security-cameras,Ring Alarm 8-piece,249.99,1
67e5ec27-b603-404c-b5f5-f6cf5a9af97b,17d6b258-f220-4712-be4a-3cce61febdf7,3be217d9-d181-4a80-8d34-222f14f92e51,2025-01-01 03:44:58,ring.com,/products/stick-up-cam-battery,,,/checkout/payment,Stick Up Cam Battery,99.99,1
3bbed5d3-ec0d-458b-b8d2-98ee1a6d2161,a59749e8-345f-4ba2-b6b1-8c32c4d4223a,bc431107-8f9a-4f86-8519-646ab04b1492,2025-01-01 07:30:02,ring.com,/products/stick-up-cam-battery,,,/cart,Stick Up Cam Battery,99.99,1
96401329-0480-4c02-8974-b8c269350352,2a2b03bd-ea0b-499b-8718-1d892e24b046,90409f75-e46d-4d80-9434-d24183acc18a,2025-01-01 06:10:16,ring.com,/products/stick-up-cam-battery,,,/cart,Stick Up Cam Battery,99.99,1
60bccd46-afce-4e21-abd4-192de0c777da,3883e7d6-fa33-4e06-a0ef-ce2014e9a83a,89217248-4ef5-427f-b441-7e67b37863c5,2025-01-01 07:25:47,ring.com,/products/indoor-cam-(2nd-gen),,,/cart,Indoor Cam (2nd Gen),59.99,1
ec8cb128-051e-424d-a495-ce912a6bed0f,d3889493-1537-4ae8-bc0b-c176555c2720,fc1cebfd-a56d-47ff-88e7-ae8459b8793c,2025-01-01 08:46:13,ring.com,/products/stick-up-cam-battery,,,/checkout/thankyou,Stick Up Cam Battery,99.99,1
3fcf6757-215d-4e54-8bea-a342f239f364,4fab2603-de95-42bc-ac12-b7eb33f147ef,3b260464-f555-42c2-9beb-40eee95c094d,2025-01-01 16:24:20,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
e4490f8a-0b8f-47ca-b6b3-042224f0237c,02b8a0fd-3ccc-46cb-835a-55181646dbc4,23d1801f-999b-4ae0-b2a5-90d33d5c7697,2025-01-01 12:48:14,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/payment,Indoor Cam (2nd Gen),59.99,1
07a099c3-91da-4b1e-8b3f-92229fb3cebf,c97e58ec-e318-4dbc-8e84-16055fc373f2,9e04b30c-396d-4f90-ba6a-b0f8413d6fe3,2025-01-02 04:46:36,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
d57415bc-98c2-4416-999a-d0f74f778355,67b05727-7237-4028-a8a6-4b2cef09eb49,5bd61228-69d7-4096-9fe5-c8e54fa48a71,2025-01-02 14:04:24,ring.com,/products/video-doorbell-pro-2,,,/checkout/thankyou,Video Doorbell Pro 2,249.99,1
06a84c49-697e-479c-8561-b167c4864f64,5f6212fc-8747-458a-b321-6fe794b860b8,9e7e8ba4-68c1-4fbf-90ff-1bae23e3c26a,2025-01-02 22:29:13,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/payment,Indoor Cam (2nd Gen),59.99,1
a59636a8-be12-4e72-8982-3b22c543a303,38234e65-dc6b-4e0f-8a2c-21f5b4cfeeca,94fa6b22-27ee-42e7-b0f1-83c19f811434,2025-01-02 19:59:25,ring.com,/products/ring-alarm-8-piece,,,/checkout/payment,Ring Alarm 8-piece,249.99,1
715b232a-cb10-4906-a78a-15c24b1e6bbf,444dece8-8285-457f-91b6-96c66990a2d3,7e1fddfa-3b64-4f3f-8b4c-7f693bcd20ab,2025-01-02 10:54:53,ring.com,/products/indoor-cam-(2nd-gen),,,/category/security-cameras,Indoor Cam (2nd Gen),59.99,1
ed0939cd-81e3-4977-8231-01003a011602,62d45685-2302-4eff-837d-de8f5fb3b5a1,c555fb60-6035-40f3-8f66-e7c75623b231,2025-01-02 10:52:50,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
2ae45e94-10e7-45e6-a52f-e4cb4e034e30,ce047bb8-ac99-4c9a-875d-3126b6367e72,6841eab6-4f2d-4c8e-a46e-0e1d9b54ab89,2025-01-02 18:16:03,ring.com,/products/video-doorbell-pro-2,,,/checkout/payment,Video Doorbell Pro 2,249.99,1
91ecc4b2-5ac3-48e4-aba7-2354a5bccf58,5c2d85da-27a6-4a0c-8681-b829b771fa79,81a2f302-d878-4705-b667-871a19650748,2025-01-02 13:33:00,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
7e9dc410-de87-42e8-8f5a-ee8e95dd3d78,14f6c404-6145-4b6a-8dfc-1cdb8b8eae93,293e715b-7254-451a-aaef-df595afb413d,2025-01-02 09:24:57,ring.com,/products/stick-up-cam-battery,,,/checkout/payment,Stick Up Cam Battery,99.99,1
45c4cc54-b512-4254-8786-898bedd69fa2,4c02f3fa-fb86-413f-b805-f6d6b2f6fea5,86cb0baa-4198-4c42-ba98-7ea9b4018895,2025-01-02 03:16:59,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
56c56c30-e714-486f-85fb-da7b6e0c305f,cac6305f-9fbe-460d-a9a5-4f4c4186d90b,9587bfb1-72e6-4498-aa00-f01f3234efd7,2025-01-02 10:06:13,ring.com,/products/video-doorbell-pro-2,,,/checkout/thankyou,Video Doorbell Pro 2,249.99,1
4fd71112-e138-4008-b894-ae1f3525ddc6,e65b0e59-ec70-41e6-80b3-b03ca77f1940,1bcdf9e2-4312-43a7-8cb1-bcf61511d627,2025-01-02 13:19:57,ring.com,/products/stick-up-cam-battery,,,/cart,Stick Up Cam Battery,99.99,1
e383eded-b79b-4e1b-a7ba-258d1995ea88,14f6c404-6145-4b6a-8dfc-1cdb8b8eae93,06c32bd2-30eb-40fa-9b2f-d90b1e2e2016,2025-01-02 23:32:52,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
32c7f917-fefd-46f9-aecc-00da7e384e6b,b66709c2-6a88-44cf-8959-322a13ac834a,f71a56d9-9cb1-4f2d-b577-d82602a3b75d,2025-01-02 01:53:25,ring.com,/products/ring-alarm-8-piece,,,/checkout/payment,Ring Alarm 8-piece,249.99,1
7aa59a74-51f0-4cf4-823b-74996eb1ca5c,2626bb53-56fd-4a19-af1c-434c8303017a,93aeea17-06c5-4904-b5c7-b6d1329dc2be,2025-01-02 01:38:36,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
3412a47a-64e6-4f4c-8d2f-2f80df130e63,071043b6-dae7-448e-b4f1-89aeae977517,2d454643-92fe-41d1-8a77-67d907bfed7a,2025-01-02 05:06:37,ring.com,/products/stick-up-cam-battery,,,/cart,Stick Up Cam Battery,99.99,1
cc036c18-bda5-4443-96a3-b5f6141d821e,8af10984-6422-4486-b30f-675d054b7bb3,39aa6ac5-8ba4-4cb1-a080-36d849d42ac8,2025-01-02 19:38:06,ring.com,/products/video-doorbell-pro-2,,,/cart,Video Doorbell Pro 2,249.99,1
08321beb-9167-4ba0-97fc-34cbe04516c2,f883964b-9c2b-4830-8ede-36e106e82ea9,5776d3a9-9528-4721-aef7-ff4f2334ce06,2025-01-02 23:13:29,ring.com,/products/video-doorbell-pro-2,,,/checkout/thankyou,Video Doorbell Pro 2,249.99,1
97cedb10-7e06-45e8-8a12-040592dd2d8c,0c317eb2-e821-4b05-bcc8-6f0aa9d97e0e,96c8f02e-2e76-47aa-a986-3e456ed271ac,2025-01-02 13:47:23,ring.com,/products/stick-up-cam-battery,,,/checkout/thankyou,Stick Up Cam Battery,99.99,1
4bb50845-cebb-4b8e-8cd2-3bcbb0aca013,6db4fcf2-98ec-4c96-8952-4bd006d7e037,28697a5e-e3be-4b02-adfe-12cf211557a0,2025-01-02 22:43:03,ring.com,/products/ring-alarm-8-piece,,,/checkout/thankyou,Ring Alarm 8-piece,249.99,1
7e62846c-932b-4996-a2f3-46d791badc7b,0a064b41-b08c-4ed4-af21-5f3ef41ea234,df5740e0-2eaa-44a2-abf0-cdd448f65594,2025-01-02 13:05:14,ring.com,/products/video-doorbell-pro-2,,,/cart,Video Doorbell Pro 2,249.99,1
c22dc0da-aba2-44f2-a835-19a9abf03243,221e6a7f-2d9b-48de-b425-c3a584f99c90,7ca33105-9eb8-48c0-bd79-f283a4449c4c,2025-01-02 14:39:48,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/payment,Indoor Cam (2nd Gen),59.99,1
2e23d7be-116f-41eb-88f5-2c765979ae8b,24bd7ead-6f64-4761-ac8c-8fc1a0cbe1aa,128e2181-4a7f-41e0-808b-36996f08908d,2025-01-02 03:18:25,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
86e61f79-dc70-4088-a376-76ea4fabcb64,f701a41f-8f2e-4b7b-ae43-e83b57cbb675,1fa8644e-fd2a-4013-ab33-81727781cbd3,2025-01-02 17:20:54,ring.com,/products/ring-alarm-8-piece,,,/checkout/payment,Ring Alarm 8-piece,249.99,1
6933c50c-3716-4ba1-a9d9-90af1892ff26,031be23a-7ceb-4a58-bcac-96874bc8f90b,bcd92df8-e0f5-4fb2-b749-8c327ca04a3d,2025-01-02 23:22:57,ring.com,/products/video-doorbell-pro-2,,,/category/security-cameras,Video Doorbell Pro 2,249.99,1
c0725290-b734-4bb4-9890-48f6eefce622,979862df-390f-4125-b28e-3ae84cd6f88b,a2aa51cb-d71a-46ea-80fd-6c02ef9211e1,2025-01-02 05:39:00,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/payment,Indoor Cam (2nd Gen),59.99,1
1b345d04-a172-4f9f-ad58-a208dca104e4,16cfb3f6-f362-4813-bff6-90c5aa5603ea,306a9e97-b42d-4aaa-a657-f58672408f2c,2025-01-02 09:17:03,ring.com,/products/video-doorbell-pro-2,,,/checkout/thankyou,Video Doorbell Pro 2,249.99,1
43c24cae-9b3d-4b1c-aa1b-80907a3187f6,6ae4b6ba-0c96-4dba-a683-ad0ace2d9dd4,bb5573fb-dc71-41c6-b132-7a75f6eaeb5e,2025-01-02 08:23:16,ring.com,/products/stick-up-cam-battery,,,/checkout/payment,Stick Up Cam Battery,99.99,1
72279065-cc5e-4d01-87ae-0287ceb5f257,714dd5cd-3d82-42f4-be02-a41135e64d83,a7d22cad-44e0-4111-bb00-da97e95d050b,2025-01-02 12:36:01,ring.com,/products/ring-alarm-8-piece,,,/category/security-cameras,Ring Alarm 8-piece,249.99,1
ac7bb0fb-0fb1-463a-ad83-d20b70f1cec1,49aa7177-c32f-4c58-9a02-00e729b0b18f,a8e6bf7f-45f3-484a-9564-e8aa20a067ef,2025-01-02 21:34:08,ring.com,/products/stick-up-cam-battery,,,/cart,Stick Up Cam Battery,99.99,1
331df1d0-88b7-49c0-80e4-89cd2a0efe82,fe222c06-d738-473a-8116-34176b311e74,04d91d75-1238-40f8-abee-a9484f487334,2025-01-02 21:39:05,ring.com,/products/indoor-cam-(2nd-gen),,,/cart,Indoor Cam (2nd Gen),59.99,1
9dfee0ce-a34a-4725-ac97-821489e6c317,6880bef9-8a7c-4b20-b090-0f23e423c4cd,7d0a8b25-cdec-4ae8-b1d6-01639c115476,2025-01-02 20:11:46,ring.com,/products/indoor-cam-(2nd-gen),,,/category/security-cameras,Indoor Cam (2nd Gen),59.99,1
b04138e8-fa1f-4b47-99ef-6924a8f1b681,281bb307-df88-4cdf-8883-7cad76081524,8cef5e59-bbd2-4c44-bfec-722bb62df13a,2025-01-02 17:46:08,ring.com,/products/stick-up-cam-battery,,,/cart,Stick Up Cam Battery,99.99,1
2260776e-3637-45ae-823f-716abe326e25,c2a5a63d-593f-4edd-9f69-07bb9eb0f8e8,18f00e3b-e6f0-44ed-b59a-320273407e06,2025-01-02 19:08:55,ring.com,/products/indoor-cam-(2nd-gen),,,/checkout/thankyou,Indoor Cam (2nd Gen),59.99,1
