session_id,user_id,date,had_session,had_category_view,had_product_view,had_cart_view,had_checkout_payment,had_thank_you,time_to_cart_minutes,time_to_payment_minutes,time_to_order_minutes
4a1f2919-bab9-4683-abb6-80e526b2b368,f3e91d0c-732c-4e70-a429-b0b1ca3bb032,2025-01-01,1,0,1,0,0,0,,,
ffc5e453-41ea-409e-be14-7cd904b8cd58,d7e7a40e-f790-4949-a4f4-6ea213514bf7,2025-01-01,1,0,1,0,0,0,,,
a8fa76a4-cff1-46b0-a21c-12633f7ee9f6,b35cbd71-9392-4c81-b87d-cfc960455826,2025-01-01,1,0,1,0,0,1,,,0.98
f7bd6cc2-039d-40e3-9122-f298f57f188d,4bfe7985-ea09-4856-b386-ca14d5651e26,2025-01-01,1,0,1,0,0,1,,,
ac0aac8c-a2ec-45e8-a8c2-e9fd9e2cf2a2,07346d15-dc75-4df7-8e16-6ec92be768a7,2025-01-01,1,0,1,1,0,0,0.48,,0.92
448425af-5a22-4580-af3d-3f58836e8af5,c77b8d48-992c-4a90-acc3-20398e121b34,2025-01-01,1,0,1,0,0,0,,,
7374278a-1033-4d85-a17a-383d7973266d,862b479a-1f11-46bf-969e-59602dc5bd75,2025-01-01,1,0,1,0,0,0,,,
c02ee4c3-7941-4ee2-8cde-659dc654d248,ebe397bb-8fda-4d9c-93e4-24ec1ae747f2,2025-01-01,1,1,1,1,1,1,0.82,0.57,1.75
2401d18f-819d-4be5-94be-b58557a89cba,4c1e02ee-cd7f-4641-856a-fb02bbbb57a4,2025-01-01,1,1,1,1,1,1,1.72,0.8,1.88
7fb89f6c-4867-438f-a85c-fff4c84da89b,07346d15-dc75-4df7-8e16-6ec92be768a7,2025-01-01,1,0,1,0,0,0,,,
a8745074-f400-49d8-86ea-e7e2052802bf,5c135263-b6ee-4cec-b431-82e90a062983,2025-01-01,1,1,1,0,0,1,,,
2140eeea-8171-4e03-a85e-bd0d413318cb,32dc40c3-862f-4158-905b-44a46b605984,2025-01-01,1,0,1,0,0,0,,,
b84fb440-da77-44c3-b2be-98856f6e1559,e3fad75a-6fb5-493f-9d56-493fb60857ab,2025-01-01,1,0,1,1,0,0,0.45,,
57f917e9-a0b7-402c-bb4c-bb805e29ec90,b1953dfa-7bee-4d05-be79-ab124c1fb370,2025-01-01,1,0,1,0,1,0,,0.55,0.72
a4659dcb-0bea-4845-b049-e8d6a37cbd82,d988719d-540c-4120-bfc8-5c03784e3840,2025-01-01,1,0,1,0,0,0,,,
5df624d0-a3ae-48dd-82e1-0343bdd00a32,d988719d-540c-4120-bfc8-5c03784e3840,2025-01-01,1,0,1,0,0,0,,,
42503e87-1a33-403a-a241-a50a93be0ea6,b35cbd71-9392-4c81-b87d-cfc960455826,2025-01-01,1,0,1,0,1,0,,0.6,
7f7b09a9-df5d-4860-8052-95b32ae3ee33,4273b6da-7450-4789-bf43-bd9c0e38ac96,2025-01-01,1,0,1,0,0,0,,,
30e13b51-9193-4bef-967a-001f30b84ed8,e0e543b4-ec1b-44e7-ae95-e727b1af1fa1,2025-01-01,1,0,1,0,0,0,,,
06bc7916-e440-4ae1-8574-f4c4fb988cb6,b632f58c-f467-4363-9b87-b01c237df412,2025-01-01,1,0,1,0,0,0,,,
ab324d28-3d20-4762-afff-c1cfea2a812c,3cc6932b-7cc1-4852-b6a8-3348607240eb,2025-01-01,1,0,1,1,0,0,0.42,,
08f9d6e3-0ef9-4579-a5c2-ce132b2b1679,ea40944e-5426-4a58-95be-89bf3eb7e3c5,2025-01-01,1,0,1,0,0,0,,,
237d5cdf-dc6f-4484-b347-b912fe8321d5,63429f14-2589-43ec-bda0-17422e5df000,2025-01-01,1,0,1,0,0,0,,,
653a4f0d-3a2d-4c89-aa70-31ce973a1d91,c43137cb-18b5-41d5-94fb-c36409375c56,2025-01-01,1,0,1,0,0,0,,,
d5fe20f6-0369-467d-907f-adb370becc3c,7c6b7877-fa6e-4502-8648-30b7698c2c89,2025-01-01,1,1,1,0,1,0,,0.55,
98babfb1-8598-4396-b766-5aadad98cb2a,9b9391de-5831-41ef-a30d-e3e28a40a857,2025-01-01,1,1,1,0,0,0,,,
1c991cd6-b37c-46d1-b838-6c11fc1e604e,473afcf0-55f7-44c9-9869-89c51686ee6d,2025-01-01,1,1,1,0,1,1,,0.42,
0d4c18f1-2df2-4cc5-9645-7039cf992c04,e6526f94-1289-4cb8-b555-cbdb8018e328,2025-01-01,1,1,1,0,0,1,,,
ad2c59c9-e420-46e3-b8c5-efbbea18b5ef,2d268310-e659-49d4-82b1-b18f344587d1,2025-01-01,1,0,1,0,0,0,,,
76c8b63c-9e05-4142-95b0-815832c2884f,c6f4715a-710e-404b-826f-696b3abef8a7,2025-01-01,1,0,1,0,0,0,,,
6a941eed-0120-4536-baa5-c936f72e7c5d,5c135263-b6ee-4cec-b431-82e90a062983,2025-01-01,1,0,1,0,0,0,,,
9498109a-f50c-462d-b6be-f910e1930288,aacb1e79-5eaf-46fc-9317-423186817464,2025-01-01,1,1,1,1,1,0,0.73,0.4,
09cbb374-1ac0-4979-8a8e-befaa79989b9,8dc25809-34e3-4034-a7c4-22797dd732cf,2025-01-01,1,0,1,0,1,0,,0.35,0.52
4d545dcc-92fb-4a79-a0be-d997792ee1a9,473afcf0-55f7-44c9-9869-89c51686ee6d,2025-01-01,1,0,1,0,0,0,,,
6ba28427-622a-4994-9cb1-4a2425e1abf4,9c9b895f-9fb4-4214-b2b7-57405f25e67a,2025-01-01,1,0,1,0,0,0,,,
71797514-bfaa-4eae-a992-8cc03730bfc1,7efa3148-2457-455f-a7f8-fb88a2f410f6,2025-01-01,1,0,1,0,0,0,,,
1769985f-1c94-4d6f-ac24-2bb5e9d1ac7a,6ec97934-44f6-491a-b4d4-e517e0ebace3,2025-01-01,1,0,1,0,0,0,,,
874803c2-11b9-4bc2-b61e-e19b45689f81,19535322-cc36-42f3-b84a-71a0ba170575,2025-01-01,1,1,1,0,0,1,,,
ec2a15f2-a3b2-4ad9-9e3a-d2dd6ba71efe,885ed604-6c9c-4690-94a2-f78dd61f8348,2025-01-01,1,0,1,0,0,0,,,
3e487080-996b-4b6f-be43-2c36edd6cb96,aeeb8217-48e1-4c3e-8166-c07f6667c8c8,2025-01-01,1,0,1,0,0,0,,,
5f01c33d-9f78-446d-8af4-e6e83b6cd0ca,7e0bf500-cb7d-4b92-97a1-4965476d66b7,2025-01-01,1,0,1,0,0,0,,,
d85b0312-ca83-4a6b-925a-031bab390da2,62106093-628e-4e9c-9d36-d22340ba5edc,2025-01-01,1,0,1,0,0,0,,,
95df9bb5-80a7-49fb-9ecc-ec40b4d70b8a,675d354f-90f6-4532-9dd9-67418365fc85,2025-01-01,1,0,1,0,0,0,,,
a3074c34-eb8f-499b-aada-8ae41d76a82a,d7e7a40e-f790-4949-a4f4-6ea213514bf7,2025-01-01,1,0,1,0,0,0,,,
8f6ad432-bc13-40d9-a86a-912e15679da9,069b6b93-0ad7-4913-8ef3-e8e495e80318,2025-01-01,1,0,1,0,0,1,,,
4a6a586c-8360-4f97-ba2f-3db272775c2c,ff30683f-bd0b-4ada-9cc8-547049fdc62c,2025-01-01,1,0,1,0,0,0,,,
56116b26-3e87-442c-8fb5-129902de93b9,4e71821c-49f5-47c0-89eb-980882ce019b,2025-01-01,1,1,1,1,1,0,0.6,1.38,
e88b696a-4950-41ac-966e-8ba470a49818,2240346f-abf0-44e2-a193-af03772452e1,2025-01-01,1,1,1,0,0,0,,,
0d18fe40-45cc-498a-bb19-b3a54d4dc58b,35cb568a-a5a1-4359-bce2-87d3f55253e6,2025-01-01,1,0,1,0,0,0,,,
65818577-6391-4a79-9757-0898a4aad007,f3e91d0c-732c-4e70-a429-b0b1ca3bb032,2025-01-01,1,0,1,1,1,0,0.68,0.5,
7eaabaae-535c-4bc3-b45f-f16ded59a835,5420aee3-1a36-495e-86f3-dd614d8da94c,2025-01-01,1,0,1,0,0,0,,,
e77b97a9-213e-4cee-898b-37128f97df67,ba1b09c5-a53d-4072-984d-58b791b7d8b9,2025-01-01,1,0,1,1,0,0,0.43,,
1f9badaf-31ae-440b-bc21-b92b031903a6,aebf7d68-09ab-4d7f-92c5-0f242e8e7a5a,2025-01-01,1,0,1,1,0,0,0.55,,
d5951c38-cfd9-48b9-afeb-07e555560376,442903e4-2416-4aba-a15c-2febd0863fda,2025-01-01,1,0,1,1,1,1,0.72,1.3,1.75
22155cd0-8616-4eae-ba0c-cd1f006fc39c,8ed12515-313a-478c-b20b-e6960699bc78,2025-01-01,1,1,1,0,0,0,,,
3de9519d-2bf6-4f0e-969f-4da7fa25281d,17929e24-792e-41f5-9976-97b660a85927,2025-01-01,1,0,1,0,1,0,,0.32,
8a9c0811-ce8a-4b9d-b9ab-0913792778e4,426bfb3a-91c2-431c-a7ce-f882513f8679,2025-01-01,1,0,1,1,1,1,1.82,0.55,
6c8c9674-bac2-492d-8656-b283bd537441,3f8e7974-b932-4e56-aaab-2a65d0bf5ea7,2025-01-01,1,0,1,0,1,0,,0.4,
08790d1f-123b-42ab-9803-1084b0c6cacd,21603cdd-390b-44d0-9dee-0daae8275a87,2025-01-01,1,0,1,0,0,0,,,
f0c54005-e750-4b62-810e-21177bf7ce6e,c1b758b0-f865-4adf-95ca-33c3913a0086,2025-01-01,1,0,1,0,0,1,,,
da6fff43-37e8-453d-89cd-abd4314d8682,9b9391de-5831-41ef-a30d-e3e28a40a857,2025-01-01,1,0,1,0,0,0,,,
dfdf00a6-5c4e-4fc2-9903-b1ae4f553ae5,6e95d76a-d8dd-4603-95ac-94b6c15f99f4,2025-01-01,1,0,1,0,0,0,,,
f2d4caf3-1af4-4fd0-8f7d-3a2b49f50e2c,f1d146b9-4973-416e-9f0d-6782c26e1af0,2025-01-01,1,1,1,0,0,0,,,
5ae5ad72-0307-481c-b025-28b2cafbaf84,07346d15-dc75-4df7-8e16-6ec92be768a7,2025-01-01,1,1,1,1,1,1,0.7,0.93,
78ca7a58-1ec0-4aa9-8a02-5ab23998836b,dece60bf-b046-492b-8bda-dea33a18bd5f,2025-01-01,1,0,1,1,0,0,0.53,,
960cd7c1-6706-414e-bfc8-ea9f9e9282bb,951294c9-03ac-442e-8ada-bd65906c0ad5,2025-01-01,1,0,1,0,1,1,,0.55,
9ef54155-12ff-4d1a-9c57-aa691a4040d3,6ec97934-44f6-491a-b4d4-e517e0ebace3,2025-01-01,1,0,1,0,0,0,,,
525cc2d9-20fe-4b69-9a54-37b6ab74b33f,35cb568a-a5a1-4359-bce2-87d3f55253e6,2025-01-01,1,0,1,0,1,0,,0.6,
1e7a411d-976a-47f1-9608-54050e04d537,3b9129b2-57e0-408c-948f-d87c641b4b8a,2025-01-01,1,0,1,0,0,0,,,
310d19a5-265b-4057-abea-41d7859501d1,442903e4-2416-4aba-a15c-2febd0863fda,2025-01-01,1,0,1,1,1,0,0.6,0.85,1.02
218d225d-6dda-4b50-a7b2-bcfc92feb9f1,79410397-43ba-47ca-8c19-b9af4ef05a3a,2025-01-01,1,0,1,0,0,0,,,
2c68c66c-e349-4c03-b43b-244632206124,6d7e2db2-f369-454e-a4f6-605fefb268c0,2025-01-01,1,0,1,1,0,1,0.7,,
1eb17746-df9e-46f2-b525-8964bce0de8c,bf9ea096-39c8-4bc3-9665-5601bda02cac,2025-01-01,1,0,1,0,1,1,,0.43,
d3904280-3b7f-4e80-8497-7aabf0bb570f,adb56688-4cf2-4ffd-b4bd-53eddafb3b3c,2025-01-01,1,1,1,0,0,1,,,
9a01edff-4157-4a97-a48b-d438258b5057,3f8e7974-b932-4e56-aaab-2a65d0bf5ea7,2025-01-01,1,0,1,0,0,0,,,
f57b80d6-8727-4d42-972d-43bbf93c4623,7f654f95-4b0f-4f10-a4ad-20e8b1ca26e1,2025-01-01,1,0,1,1,0,1,0.58,,
38cb14b5-2c2d-40ac-b0d7-43e77358024f,dd83cccc-46fa-442b-9c22-45124f46ec08,2025-01-01,1,0,1,0,0,0,,,
5b638a1d-45fe-4f06-b97b-3daf8aceb6e7,c38f36d1-58e0-408a-b0a3-013a48586df7,2025-01-01,1,1,1,1,1,1,0.5,1.32,
1b49a4a6-5a36-44a5-be25-3d41f7c9a95f,15bac640-1608-49a7-8b3a-78d39cc5a779,2025-01-01,1,0,1,0,0,0,,,
7fe3e4ad-d56d-4524-af77-dc35e6f89fe6,48ddf6da-6b0b-41e3-9955-7a2076bfc532,2025-01-01,1,0,1,0,1,0,,0.53,0.92
7bab7c3f-d998-432f-b1c3-79894b66d955,aacb1e79-5eaf-46fc-9317-423186817464,2025-01-01,1,0,1,0,0,0,,,
02ef8779-9624-4828-967a-2806e826f657,742dc953-191d-4e7a-baad-af311a66fcbb,2025-01-01,1,1,1,1,1,1,0.7,0.92,
f933ec91-2f73-42b2-b95d-cfb3ac27b965,0d8f0fe1-404f-43ac-a796-6b7b67da1f5b,2025-01-01,1,0,1,0,0,0,,,
1464776e-a58f-482a-99b1-e15121a57e1f,04243d54-312d-4c5f-b152-167465af73a7,2025-01-01,1,0,1,1,1,1,0.67,1.0,
11089365-262d-4856-ae82-7495462971c1,e0035af8-fc79-4797-9ade-311f2f7489b0,2025-01-01,1,1,1,0,1,1,,1.3,
e8c98773-8b51-4939-9ed2-f64730f24801,352ae1e8-18e7-45a7-96e3-d720519dd699,2025-01-01,1,0,1,0,0,0,,,
196bb55e-a556-4f4b-b7ed-046ed4e97ae0,9be2be8b-a17e-420b-8ea8-286d0404952f,2025-01-01,1,0,1,0,0,1,,,
44d77c08-3f7b-461c-a886-4ae5bda6b632,54706e6f-638a-414c-a6da-9d8177160d1d,2025-01-01,1,1,1,0,1,0,,0.28,0.65
01e40b92-3f0d-4c29-bb8c-0e9e0059c162,7c6b7877-fa6e-4502-8648-30b7698c2c89,2025-01-01,1,0,1,0,0,0,,,
d9978dba-a195-4f6f-9e1e-0a4642dac34d,9ca12199-fcff-41d4-9b44-2ec302906244,2025-01-01,1,1,1,0,1,1,,0.72,
501bc058-0d42-4d72-a1ea-7b7a61d6e757,4c6e379f-cb75-477b-825a-f285c66a23de,2025-01-01,1,0,1,0,0,0,,,
686aa17d-101f-400b-8e21-926f8e521fe2,f52cd4f7-9591-4e80-a6e6-7bc6f413149d,2025-01-01,1,1,1,0,1,1,,1.07,
d043d406-7afc-455f-bd2d-e7ae2e4289fe,4273b6da-7450-4789-bf43-bd9c0e38ac96,2025-01-01,1,0,1,0,0,0,,,
a6114ae9-4837-4cf0-b82f-7a7a23b81c41,09254b4a-e83c-4d35-bea1-61b8be71531d,2025-01-01,1,1,1,1,1,1,0.32,0.55,
06e6d7f0-a30b-4daa-a4d4-1666ff347340,27d490d4-4249-4ba6-845a-cc9f1b4ad305,2025-01-01,1,0,1,0,0,1,,,
aaca32ff-d821-455f-b546-bb901e104a5d,27d490d4-4249-4ba6-845a-cc9f1b4ad305,2025-01-01,1,0,1,0,1,0,,0.47,
f1e3a475-39eb-41a5-99d2-b8bd6dc78552,6943c6ed-a4ad-4193-b91f-830e4cb68716,2025-01-01,1,1,1,1,1,1,1.37,1.1,
c9670228-c4bc-4662-b58e-c5b9f91fe6bd,8033147e-ea7d-4994-a63a-461655d7889f,2025-01-01,1,0,1,0,0,0,,,
084834c8-4a08-4384-9e06-5556453f3e25,05ed657a-fa4b-410d-b941-374d689b7514,2025-01-01,1,0,1,0,1,0,,0.57,
01309ee6-7f12-4029-83a7-bce8711f76fd,48895c7f-be4d-44e1-a108-0317728561db,2025-01-01,1,1,1,1,0,1,0.83,,
2ce37ce6-a685-4b4b-b0bd-9102d69ebcff,2d268310-e659-49d4-82b1-b18f344587d1,2025-01-01,1,0,1,0,1,0,,0.6,
0ad917fc-75ab-46d4-90d4-ade8dec97725,53c32ea1-a2a2-47c5-a298-2dd0067b110b,2025-01-01,1,0,1,0,0,0,,,
1032cfac-b7c9-4212-aa06-e4d144d9a240,c1138f19-958f-4633-ba3b-4de6f8eebfea,2025-01-01,1,1,1,1,1,1,1.37,0.43,
66ae955f-6a94-40d8-90b8-14608e1fa196,d8aa749b-35ea-4f12-99cb-b2489c60675e,2025-01-01,1,1,1,0,0,0,,,
7e3d5c0f-7052-4f7e-a4d2-1702e5c60a64,9f912299-adee-4b42-b1a0-30919669c452,2025-01-01,1,0,1,0,0,0,,,
e42cd35e-949b-422d-8c01-71d763cfac43,adb56688-4cf2-4ffd-b4bd-53eddafb3b3c,2025-01-01,1,0,1,0,0,0,,,
f45f8eea-7a16-4883-8cb8-2d450f3d7d4f,3cc6932b-7cc1-4852-b6a8-3348607240eb,2025-01-01,1,0,1,1,1,0,0.4,0.63,
d8f2471f-c9d9-40fe-9fab-e56b8a577dfc,dd2acd80-a48e-4feb-9ccf-93ae86ea876b,2025-01-01,1,0,1,0,0,0,,,
c340485a-1031-4c03-9649-c8dde199e12e,31aa1c97-cfe1-4738-8896-bd2994fa8f46,2025-01-01,1,0,1,0,0,0,,,
2575f368-b709-4a70-9530-f094da5f7e37,414964d5-83f9-4f92-9356-07520b0aeed1,2025-01-01,1,0,1,0,0,0,,,
e5230a2e-eb81-4c31-b8ad-66087b53c871,c4cb7a25-fb7e-4da8-9079-99b8e493b5ef,2025-01-01,1,0,1,0,0,0,,,
fb78359a-0e35-41be-9894-51350f44e316,4b4beb06-556c-49c7-9aee-034d44fac4b9,2025-01-01,1,1,1,1,1,1,0.77,0.5,
1939358c-4ea9-40c2-a72a-9c50cf0431c6,90736239-14c2-4a3d-8b33-a4702ef70058,2025-01-01,1,1,1,0,0,0,,,
327aa517-41be-4377-b8a9-82b3380bec58,c1dd4114-c104-4caf-8cff-803ca38299e5,2025-01-01,1,1,1,1,0,0,1.02,,
420008f1-b0ad-4699-80d0-f33e2f36a99f,4e71821c-49f5-47c0-89eb-980882ce019b,2025-01-01,1,0,1,0,0,0,,,
91bde3eb-4d08-40d6-9cf4-e829862729c3,a03f6e04-52ff-4aea-a36d-a848a272399d,2025-01-01,1,0,1,0,0,0,,,
27c94b36-721c-4ea7-bbd1-0a21b0450dd1,2597d2d0-3533-4831-8e8b-57cbee71cb4d,2025-01-01,1,0,1,0,0,0,,,
17f9c486-8334-4a63-b126-e5c2381fb5a4,f52cd4f7-9591-4e80-a6e6-7bc6f413149d,2025-01-01,1,1,1,0,0,1,,,
21428d40-4eaa-4c7b-a969-b268c3b4d4dc,c20b344d-d439-4275-a30d-011e281011bf,2025-01-01,1,0,1,0,0,0,,,
d305e8d8-8662-4e32-b4d7-1e2cc2dafe05,18183945-5a26-47a7-a2b6-e6a82f692883,2025-01-01,1,0,1,0,0,0,,,
4078eec5-bb14-42b2-a29d-0590f39f2811,9f713356-4b36-4c02-b5a9-7b73e26fd59d,2025-01-01,1,0,1,0,0,0,,,
59b76268-1f85-4f61-a7e5-0d8a193251c3,7efa3148-2457-455f-a7f8-fb88a2f410f6,2025-01-01,1,0,1,1,1,1,0.77,0.43,
3dcb619d-c016-444f-af0a-0831b368965d,da334c56-e4f1-4814-ad79-d25a2db7c359,2025-01-01,1,0,1,0,0,0,,,
7cbba6d7-c5a5-4bf2-a2a0-940c9da63af3,64132c69-8554-4b12-9361-cd611ecf1a89,2025-01-01,1,0,1,0,0,0,,,
e86c38b8-2e32-46c5-be35-fba80cfe6856,6d1e2d1c-a950-40a9-b938-9d851ccb37fc,2025-01-01,1,0,1,0,0,0,,,
3e156d6e-0a87-424f-8994-9670a57d53b6,da334c56-e4f1-4814-ad79-d25a2db7c359,2025-01-01,1,0,1,1,1,0,0.8,0.5,
2e65c7e0-7542-47c0-a8f5-31989247c4ef,31aa1c97-cfe1-4738-8896-bd2994fa8f46,2025-01-01,1,0,1,0,0,0,,,
703a8b15-cc16-4058-986a-3397dd516a37,decf76a3-15c5-4491-b5e5-9c1e01d34ebe,2025-01-01,1,0,1,0,0,0,,,
dc466acc-1ca5-4026-97c2-cac6dcf8b2f5,73f8858c-8a7a-460d-a766-0c52d571448d,2025-01-01,1,0,1,0,0,0,,,
15ff79a5-ba9e-4a42-8bf3-92d9168c135b,9fc62f22-e2fb-45b4-abec-792e66ca6917,2025-01-01,1,0,1,0,0,0,,,
f028ed6a-27f0-49ec-b9ea-27fd68d9dced,7f163976-6b06-4898-9e37-7921db340292,2025-01-01,1,0,1,0,0,0,,,
716e3ec9-585b-4996-8870-1f9f157d6dd9,9f6ca3a2-96be-4363-a59f-2d2f2b699148,2025-01-01,1,1,1,1,0,0,0.4,,
821e9571-0ae8-4732-9bf9-4c39cd8fa43a,4040ed04-8f27-4e69-b64f-37fa5437151d,2025-01-01,1,0,1,0,0,0,,,
37e423af-93ec-448d-9cd8-0f933a40d44d,6fb4d439-37d1-420b-8a8d-0d2d45f1cd64,2025-01-01,1,0,1,0,1,0,,0.52,
4b6c3b2c-555b-4957-8b8b-f48e90a56a70,03854e35-1c46-442e-8b33-20fcbcd6d797,2025-01-01,1,1,1,0,1,0,,0.57,
b5cf5043-3fcb-4a65-b249-703c12fc5555,2a2b03bd-ea0b-499b-8718-1d892e24b046,2025-01-01,1,0,1,0,0,0,,,
e3ec8d93-c791-44da-92c5-151f6bd9cd86,21603cdd-390b-44d0-9dee-0daae8275a87,2025-01-01,1,1,1,1,1,1,0.5,0.97,
334e9748-33b3-48aa-80c3-f87fd19e3a5f,d08ec140-0530-4f27-8dfb-cb6d4cc33e54,2025-01-01,1,1,1,0,0,1,,,
80e66564-a927-4636-a22d-18ad1cd85b10,2d268310-e659-49d4-82b1-b18f344587d1,2025-01-01,1,1,1,0,0,0,,,
